,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Respiratory Diseases ,Respiratory disease Dummy
360234,48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,21-May-03,Parts per billion,4.958333,14,6,13,Parts per million,0.032625,0.05,10,42,Parts per billion,1.925,2.6,11,,Parts per million,0.370833,0.5,12,6,0,No
393892,6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,19-Oct-04,Parts per billion,9.304348,22,6,21,Parts per million,0.021708,0.029,17,25,Parts per billion,0.042857,0.3,8,,Parts per million,0.252174,0.4,6,,0,No
222452,6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,02-Mar-02,Parts per billion,8.347826,20,20,19,Parts per million,0.02125,0.035,10,30,Parts per billion,0.478261,1,2,1,Parts per million,0.254167,0.4,0,5,0,No
20013,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,19-Nov-00,Parts per billion,17.130435,32,19,30,Parts per million,0.01075,0.029,9,25,Parts per billion,1.157143,2,23,,Parts per million,0.741667,1.3,23,15,0,No
321688,18,97,73,"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",Indiana,Marion,Indianapolis (Remainder),30-Aug-03,Parts per billion,8.791667,22,22,21,Parts per million,0.021417,0.032,11,27,Parts per billion,0.6,1.6,11,,Parts per million,0.3,0.3,0,3,0,No
314769,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,19-Jan-03,Parts per billion,24.608696,47,22,44,Parts per million,0.0165,0.037,8,31,Parts per billion,2.514286,8.3,8,,Parts per million,1.345833,1.9,23,,0,No
389009,6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,16-Dec-04,Parts per billion,30.695652,39,18,37,Parts per million,0.003,0.007,8,6,Parts per billion,3.409091,11,11,16,Parts per million,0.991667,1.5,0,17,0,No
1980,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,11-Jun-00,Parts per billion,23.916667,36,18,34,Parts per million,0.008167,0.019,10,16,Parts per billion,0.173913,1,7,1,Parts per million,0.425,1.9,21,,0,No
491427,18,97,73,"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",Indiana,Marion,Indianapolis (Remainder),13-Aug-05,Parts per billion,14.458333,27,4,25,Parts per million,0.037167,0.058,11,49,Parts per billion,19.130435,122,10,122,Parts per million,0.4125,0.6,1,,0,No
465366,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,08-Sep-05,Parts per billion,13.173913,22,21,21,Parts per million,0.025667,0.054,11,46,Parts per billion,1.228571,2.6,2,,Parts per million,0.370833,0.4,0,5,0,No
172487,42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,31-Mar-01,Parts per billion,23.5,40,21,38,Parts per million,0.013917,0.019,10,16,Parts per billion,0.791667,2,7,3,Parts per million,0.525,0.7,20,,0,No
61514,29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,31-Jul-00,Parts per billion,24.583333,57,19,54,Parts per million,0.017708,0.037,9,31,Parts per billion,2.125,6,17,9,Parts per million,0.791667,1.7,19,,0,No
89709,51,59,5001,LEWINSVILLE 1437 BALLS HILL RD,Virginia,Fairfax,McLean,04-Mar-00,Parts per billion,21.166667,34,19,32,Parts per million,0.022958,0.03,20,25,Parts per billion,3.25,8,19,11,Parts per million,0.65,0.8,11,9,0,No
255637,40,115,9004,"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",Oklahoma,Ottawa,Miami,22-Aug-02,Parts per billion,4.166667,7,23,7,Parts per million,0.041083,0.048,10,41,Parts per billion,0.25,1,4,1,Parts per million,0.0125,0.1,21,,0,No
87257,51,59,5,CUB RUN LEE RD CHANT.(CUBRUN TREAT PLANT,Virginia,Fairfax,Not in a city,07-Sep-00,Parts per billion,4.041667,7,4,7,Parts per million,0.045042,0.069,10,80,Parts per billion,13.5,16.3,14,,Parts per million,0.158333,0.2,2,2,0,No
282042,6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,04-Nov-03,Parts per billion,14.391304,41,7,39,Parts per million,0.03125,0.042,10,36,Parts per billion,2.545455,8,16,11,Parts per million,0.5375,1,7,11,0,No
390786,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,09-Feb-04,Parts per billion,4.478261,9,8,8,Parts per million,0.050083,0.061,12,54,Parts per billion,0.742857,1.3,5,,Parts per million,0.282609,0.3,0,,0,No
75843,42,71,7,ABRAHAM LINCOLN JR HIGH GROFFTOWN RD,Pennsylvania,Lancaster,Lancaster,09-Jul-00,Parts per billion,7.291667,20,21,19,Parts per million,0.019,0.042,10,36,Parts per billion,2.3125,4,11,,Parts per million,0,0,0,0,0,No
394660,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,24-Jun-04,Parts per billion,0.826087,2,19,2,Parts per million,0.029958,0.034,12,29,Parts per billion,0.085714,0.6,17,,Parts per million,0.004348,0.1,0,,0,No
236343,21,111,51,"7201 WATSON LN, WATSON LN ELEMENTARY SCH",Kentucky,Jefferson,Louisville,24-Mar-02,Parts per billion,15.083333,27,0,25,Parts per million,0.033083,0.055,11,47,Parts per billion,1.3625,3,14,,Parts per million,0.470833,0.8,0,,0,No
366636,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,06-Mar-04,Parts per billion,6.608696,11,5,10,Parts per million,0.031292,0.045,11,38,Parts per billion,0.954545,2,13,3,Parts per million,0.229167,0.3,9,3,0,No
197262,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,01-Sep-02,Parts per billion,27.826087,37,16,35,Parts per million,0.004417,0.01,8,8,Parts per billion,3.73913,6,9,9,Parts per million,1.275,1.9,0,22,0,No
197749,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,15-May-02,Parts per billion,20.565217,27,6,25,Parts per million,0.029667,0.041,11,35,Parts per billion,0.757143,1.3,14,,Parts per million,0.426087,0.6,11,,0,No
439417,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,21-Apr-04,Parts per billion,16,25,3,24,Parts per million,0.042125,0.055,12,47,Parts per billion,0,0,2,,Parts per million,0.220833,0.4,7,,0,No
287762,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,14-Feb-03,Parts per billion,25.652174,44,20,42,Parts per million,0.010958,0.024,10,20,Parts per billion,0,0,0,0,Parts per million,0.658333,0.8,10,9,0,No
282597,6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,28-Aug-03,Parts per billion,6.434783,11,10,10,Parts per million,0.027417,0.03,20,25,Parts per billion,1,1,0,1,Parts per million,0.282609,0.4,11,,0,No
466802,6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,08-Apr-05,Parts per billion,11.291667,20,11,19,Parts per million,0.037375,0.074,11,97,Parts per billion,1.1125,1.6,8,,Parts per million,0.329167,0.4,9,5,0,No
128978,6,87,3, Center St,California,Santa Cruz,Davenport,20-Jun-01,Parts per billion,4.136364,9,3,8,Parts per million,0.031917,0.042,9,36,Parts per billion,1.190476,2,0,3,Parts per million,0.379167,0.5,0,6,0,No
84730,48,141,58,5050A Yvette Drive,Texas,El Paso,El Paso,08-Jul-00,Parts per billion,9,22,8,21,Parts per million,0.04125,0.06,10,51,Parts per billion,0.166667,2,23,3,Parts per million,0.333333,0.6,0,,0,No
214464,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,20-May-02,Parts per billion,1.391304,3,0,3,Parts per million,0.0375,0.043,8,36,Parts per billion,0,0,5,,Parts per million,0,0,0,0,0,No
5916,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,09-Jun-00,Parts per billion,8.086957,26,23,25,Parts per million,0.029375,0.049,11,42,Parts per billion,1.636364,5,22,7,Parts per million,0.356522,0.6,23,,0,No
50895,21,59,5,716 PLEASANT VALLEY ROAD,Kentucky,Daviess,Not in a city,20-Oct-00,Parts per billion,17.217391,38,21,36,Parts per million,0.024458,0.051,10,43,Parts per billion,2.043478,12,11,17,Parts per million,0.095833,0.3,21,3,0,No
484941,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,20-Nov-05,Parts per billion,33.26087,46,20,43,Parts per million,0.007042,0.021,9,18,Parts per billion,4.913043,24,10,34,Parts per million,0.841667,1.8,18,,0,No
103374,6,37,30,651 S. MOTT STREET (SB 25 TRAILER),California,Los Angeles,Los Angeles,17-Jul-01,Parts per billion,34.409091,47,22,44,Parts per million,0.023042,0.039,10,33,Parts per billion,1.714286,2.6,14,,Parts per million,0.718182,0.9,10,,0,No
218237,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,16-Feb-02,Parts per billion,0.217391,2,14,2,Parts per million,0.038333,0.042,8,36,Parts per billion,0,0,5,,Parts per million,0.165217,0.2,0,,0,No
266136,42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,15-Aug-02,Parts per billion,16.791667,25,5,24,Parts per million,0.018417,0.032,11,27,Parts per billion,4,22,8,31,Parts per million,0.229167,0.3,0,3,0,No
63656,36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,25-Jul-00,Parts per billion,18.375,33,5,31,Parts per million,0.025958,0.037,12,31,Parts per billion,5.454545,19,11,27,Parts per million,0.468182,0.7,6,,0,No
257657,42,11,9,UGI CO MONGANTOWN RD AND PROSPECT ST,Pennsylvania,Berks,Reading,30-Apr-02,Parts per billion,18.708333,42,5,40,Parts per million,0.022125,0.039,7,33,Parts per billion,4.8625,5.6,8,,Parts per million,0.475,0.9,5,,0,No
405949,20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,27-Mar-04,Parts per billion,0.708333,2,0,2,Parts per million,0.030542,0.038,22,32,Parts per billion,1.375,18,23,26,Parts per million,0.195833,0.3,23,3,0,No
85632,48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,22-Apr-00,Parts per billion,17.375,38,0,36,Parts per million,0.043958,0.061,10,54,Parts per billion,5.275,11,14,,Parts per million,0.35,1,2,,0,No
94504,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,20-Jun-01,Parts per billion,9.8,17,7,16,Parts per million,0.042083,0.059,10,50,Parts per billion,0,0,0,0,Parts per million,0.247826,0.5,6,,0,No
439379,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,04-Dec-04,Parts per billion,18.583333,55,20,52,Parts per million,0.023792,0.042,11,36,Parts per billion,0.083333,1,13,1,Parts per million,0.4125,1.4,20,,0,No
489669,17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,17-Feb-05,Parts per billion,16.391304,31,20,29,Parts per million,0.017,0.032,9,27,Parts per billion,3.342857,12.3,2,,Parts per million,0.552174,2.2,20,,0,No
246027,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,07-Aug-02,Parts per billion,30.791667,52,6,49,Parts per million,0.069875,0.112,12,192,Parts per billion,14.3125,23,17,,Parts per million,0.479167,1.1,5,,0,No
447128,4,13,9997,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,10-Nov-05,Parts per billion,28.979167,46.6,19,43,Parts per million,0.017125,0.04,10,34,Parts per billion,2.541667,4,20,6,Parts per million,0.7875,1.4,23,16,0,No
382296,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,24-Apr-04,Parts per billion,18.26087,39,3,37,Parts per million,0.0365,0.061,9,54,Parts per billion,1.217391,3,7,4,Parts per million,0.404348,0.8,6,,0,No
210901,6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,11-Oct-02,Parts per billion,18.173913,35,19,33,Parts per million,0.017542,0.037,9,31,Parts per billion,3.314286,4,11,,Parts per million,0.830435,2.1,22,,0,No
374782,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,16-Mar-04,Parts per billion,67.043478,97,10,97,Parts per million,0.020583,0.038,12,32,Parts per billion,5.434783,9,12,13,Parts per million,0.586957,1.6,9,,0,No
508733,40,115,9004,"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",Oklahoma,Ottawa,Miami,03-May-05,Parts per billion,10.833333,31,22,29,Parts per million,0.023875,0.047,10,40,Parts per billion,1.041667,4,16,6,Parts per million,0.116667,0.3,0,3,0,No
357454,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,22-Apr-03,Parts per billion,11.863636,29,6,27,Parts per million,0.033833,0.043,10,36,Parts per billion,1.208333,2,8,3,Parts per million,0.3875,0.7,10,8,1,Yes
190621,6,13,1003,"UNIT 759 EL PORTAL SHOPPING CENTER, San Pablo",California,Contra Costa,San Pablo,24-Mar-02,Parts per billion,4.347826,11,19,10,Parts per million,0.033083,0.042,8,36,Parts per billion,0.181818,1,14,1,Parts per million,0.26087,0.4,19,,0,No
25980,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,13-Jun-00,Parts per billion,17.318182,28,9,26,Parts per million,0.026875,0.038,10,32,Parts per billion,5.045455,26,11,37,Parts per million,0.790909,1.5,7,,1,Yes
456625,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,04-Sep-05,Parts per billion,7.956522,17,6,16,Parts per million,0.0395,0.043,8,36,Parts per billion,0,0,2,,Parts per million,0.221739,0.4,6,,0,No
308164,6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,25-Jan-03,Parts per billion,13.8,30,17,28,Parts per million,0.0168,0.031,6,26,Parts per billion,0.15,1,17,1,Parts per million,0.3,0.7,23,8,0,No
83695,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,21-Mar-00,Parts per billion,3.541667,12,21,11,Parts per million,0.040708,0.05,5,42,Parts per billion,0.95,1,2,,Parts per million,0.9375,1,15,11,0,No
395745,6,87,3, Center St,California,Santa Cruz,Davenport,21-Mar-04,Parts per billion,2.318182,6,18,6,Parts per million,0.04,0.051,7,43,Parts per billion,0.042857,0.3,23,,Parts per million,0.408333,0.5,22,6,1,Yes
437673,48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,01-May-04,Parts per billion,8.791667,14,19,13,Parts per million,0.027333,0.03,10,25,Parts per billion,0.6125,1,8,,Parts per million,0.429167,0.5,7,,0,No
448893,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,12-Jun-05,Parts per billion,25.333333,36,21,34,Parts per million,0.009417,0.023,9,19,Parts per billion,1.3625,2,8,,Parts per million,0.779167,2.6,7,,0,No
438572,48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,20-Aug-04,Parts per billion,14.791667,25,6,24,Parts per million,0.02475,0.046,12,39,Parts per billion,0.791667,2,0,3,Parts per million,0.454167,0.5,0,6,0,No
130870,6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,15-Oct-01,Parts per billion,23.521739,39,7,37,Parts per million,0.029292,0.054,11,46,Parts per billion,2.727273,8,14,11,Parts per million,1.341667,2.4,1,27,0,No
75231,42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,31-Oct-00,Parts per billion,5.416667,9,21,8,Parts per million,0.026895,0.031,8,26,Parts per billion,0.791667,3,3,4,Parts per million,0,0,0,0,1,Yes
343051,42,7,14,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls,09-Nov-03,Parts per billion,11.291667,21,19,20,Parts per million,0.020708,0.051,10,43,Parts per billion,1.9875,10.6,14,,Parts per million,0.233333,0.5,6,,0,No
187069,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,29-Aug-02,Parts per billion,9.173913,16,5,15,Parts per million,0.031958,0.042,9,36,Parts per billion,0.045455,1,11,1,Parts per million,0.278261,0.4,10,,1,Yes
372931,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,18-Oct-04,Parts per billion,19.913043,27,9,25,Parts per million,0.001792,0.005,10,4,Parts per billion,5.347826,6,5,9,Parts per million,0.473913,0.9,8,,1,Yes
211770,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,18-Jun-02,Parts per billion,17.478261,34,7,32,Parts per million,0.027667,0.051,8,43,Parts per billion,5.028571,8,23,,Parts per million,0.629167,1,10,11,0,No
1716,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,21-Mar-00,Parts per billion,15.333333,36,19,34,Parts per million,0.031333,0.043,10,36,Parts per billion,9.2375,10,20,,Parts per million,0.345455,0.7,19,,1,Yes
459536,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,21-Apr-05,Parts per billion,28.913043,58,11,55,Parts per million,0.023042,0.046,12,39,Parts per billion,1.928571,6.3,11,,Parts per million,0.533333,0.9,9,10,0,No
288104,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,05-Oct-03,Parts per billion,26.652174,51,22,48,Parts per million,0.031667,0.059,10,50,Parts per billion,0.085714,0.3,8,,Parts per million,0.604167,0.7,0,8,0,No
273099,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,22-Sep-02,Parts per billion,10.818182,26,3,25,Parts per million,0.037958,0.051,9,43,Parts per billion,0.125,3,0,4,Parts per million,0.265217,0.9,0,,1,Yes
174126,42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,09-May-01,Parts per billion,17.541667,40,21,38,Parts per million,0.017417,0.039,12,33,Parts per billion,4.35,14.6,14,,Parts per million,0.020833,0.1,0,1,0,No
10677,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,01-Mar-00,Parts per billion,43,73,21,71,Parts per million,0.010833,0.023,9,19,Parts per billion,0.471429,2,23,,Parts per million,1.558333,3.7,23,42,0,No
196276,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,05-Feb-02,Parts per billion,36.695652,55,20,52,Parts per million,0.020667,0.043,11,36,Parts per billion,2.457143,3.6,8,,Parts per million,0.675,0.9,6,10,0,No
357470,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,26-Apr-03,Parts per billion,16.541667,42,21,40,Parts per million,0.031292,0.046,10,39,Parts per billion,2.909091,8,0,11,Parts per million,0.275,0.4,0,5,1,Yes
226025,11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,17-Nov-02,Parts per billion,14.333333,23,16,22,Parts per million,0.01125,0.015,0,13,Parts per billion,2.541667,5,0,7,Parts per million,1.054167,1.3,16,,0,No
34010,6,87,3, Center St,California,Santa Cruz,Davenport,01-Mar-00,Parts per billion,5.958333,13,16,12,Parts per million,0.019208,0.025,9,21,Parts per billion,2,2,2,,Parts per million,0.4125,0.6,7,,0,No
419940,36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,09-Oct-04,Parts per billion,5.521739,11,18,10,Parts per million,0.031792,0.045,10,38,Parts per billion,1.475,3,5,,Parts per million,0,0,0,0,0,No
454288,6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,20-Aug-05,Parts per billion,8.086957,14,20,13,Parts per million,0.021292,0.029,10,25,Parts per billion,3.090909,10,12,14,Parts per million,0.283333,0.3,0,3,0,No
20966,6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,11-Dec-00,Parts per billion,18.304348,36,20,34,Parts per million,0.011636,0.027,9,23,Parts per billion,7.173913,13,21,19,Parts per million,0.856522,2.7,19,,1,Yes
301789,6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,15-Aug-03,Parts per billion,18.521739,35,6,33,Parts per million,0.018833,0.028,10,24,Parts per billion,5.173913,9,11,13,Parts per million,0.447826,1,6,,0,No
11655,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,09-Apr-00,Parts per billion,25.173913,45,20,42,Parts per million,0.019083,0.045,10,38,Parts per billion,0,0,0,0,Parts per million,0.7375,1.1,6,13,0,No
510522,42,7,14,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls,13-Aug-05,Parts per billion,17.25,37,1,35,Parts per million,0.028417,0.052,9,44,Parts per billion,3.7125,10,8,,Parts per million,0.279167,0.4,0,,0,No
275165,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,05-Sep-03,Parts per billion,14.375,43,23,41,Parts per million,0.04,0.058,11,49,Parts per billion,1.2375,2,5,,Parts per million,0.204167,0.6,23,,0,No
357538,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,13-May-03,Parts per billion,30.391304,61,9,58,Parts per million,0.025708,0.05,10,42,Parts per billion,0.916667,7,7,10,Parts per million,0.666667,1.2,9,14,1,Yes
265,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,03-Jul-00,Parts per billion,24.083333,41,18,39,Parts per million,0.020917,0.034,10,29,Parts per billion,0,0,0,0,Parts per million,0.458333,0.7,0,8,0,No
259530,42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,06-Mar-02,Parts per billion,13.416667,42,21,40,Parts per million,0.028417,0.047,10,40,Parts per billion,0.8625,3.3,2,,Parts per million,0.016667,0.1,20,1,1,Yes
485035,8,31,2,2105 BROADWAY,Colorado,Denver,Denver,07-Jan-05,Parts per billion,16.956522,31,9,29,Parts per million,0.022333,0.032,10,27,Parts per billion,1.557143,6.6,8,,Parts per million,0.558333,1,7,,0,No
248604,36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,25-May-02,Parts per billion,13.958333,22,19,21,Parts per million,0.030417,0.039,11,33,Parts per billion,2.5625,3.3,2,,Parts per million,0.5375,0.7,0,8,0,No
18719,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,10-Apr-00,Parts per billion,16.913043,24,16,23,Parts per million,0.012292,0.022,9,19,Parts per billion,0,0,0,0,Parts per million,0.320833,0.4,19,5,0,No
188208,6,13,10,1098 POMONA STREET,California,Contra Costa,Crockett,07-Mar-02,Parts per billion,10.695652,20,6,19,Parts per million,0.028333,0.034,10,29,Parts per billion,2.2,5.3,23,,Parts per million,0.329167,0.4,11,5,0,No
